kbpedia-id,pref-label,alt-label,definition
PersonalLoss,,,A loss as experienced by a person.
PersonalOrganizer,,,"This ‘class’ product category is drawn from UNSPSC, readily converted into other widely used systems. This product ‘class’ is an aggregate of organizer or accessory. This product category corresponds to the UNSPSC code: 44111500."
PersonAssemblyRoom,assembly hall,,
Persons,,,"This category is for all types related to named, individual human beings. This category of types includes the assignment of formal, honorific or cultural titles given to specific human individuals. It further includes names given to humans who conduct specific jobs or activities (the latter case is known as an avocation). Examples include steelworker, waitress, lawyer, plumber, artisan. Persons as living animals are included as Homo sapiens under the Animals category of types. Ethnic groups are specifically included there."
PersonTypeByAttendanceStatus,,,A person type as characterized by attendance at a given venue.
PersonTypeByCreditStatus,,,A person type as characterized by creditworthiness.
PersonTypeByDatingStatus,,,A person type as characterized by dating status.
PersonTypeByEducationLevel,,,A person type as characterized by education level.
PersonTypeByEthnicity,ethnic person type,,
PersonTypeByEuropeanZodiacSign,,,A person type as characterized by a zodiac sign as used in Europe.
PersonTypeBySocialClass,,,"Social class (or, simply, class), as in class society, is a set of concepts in the social sciences and political theory centered on models of social stratification in which people are grouped into a set of hierarchical social categories, the most common being the upper, middle, and lower classes. The term class is etymologically derived from the Latin classis, which was used by census takers to categorize citizens by wealth, in order to determine military service obligations."
PersonTypeBySocialFeature,person by social feature,social status,
Pessimism,,,Pessimism is a mental attitude. Pessimists anticipate undesirable outcomes from a given situation which is generally referred to as situational pessimism or believes that undesirable things are going to happen to them in life more than desirable ones. Pessimists also tend to focus on the negatives of life in general or a given situation.
Pesticide,,,"Pesticides are substances meant for attracting, seducing, and then destroying, or mitigating any pest. They are a class of biocide. The most common use of pesticides is as plant protection products (also known as crop protection products), which in general protect plants from damaging influences such as weeds, plant diseases or insects."
PestManagement,pest management,,
Petalura,,,Petalura is a genus of very large dragonflies in the family Petaluridae. The species are brown or black with yellow markings and usually clear wings. The anal appendages of the males are broad and leaf-like giving them their common name of petaltails.
PetaluraGigantea,,,"Petalura gigantea, the giant dragonfly or south-eastern petaltail, is one of the world's largest dragonflies, with the males having an abdomen 6 - 7.5 cm long and a wingspan up to 11 cm, while females have an abdomen 8 - 9.5 cm long and a wingspan up to 12.5 cm. A related species, the giant petaltail from Queensland is the world's largest extant dragonfly species."
PetaluraPulcherrima,,,Petalura pulcherrima is a species of dragonfly in the family Petaluridae. It is endemic to Australia.
Petaluridae,,,"The petaltails of the family Petaluridae are apparently the most ancient of the extant true dragonflies (infraorder Anisoptera), having fossil members from as early as the Jurassic (over 150 million years ago)."
PetersDiskWingedBat,,,"Peter's disk-winged bat (Thyroptera discifera) is a bat species mainly found in South and Central America. They belong to the family Thyropteridae which are a small group of disk-winged bats. These bats have a distinguishing feature of circular, suction disks at the base of their thumbs and hind feet. They use these suction disks to cling onto young unfurling banana or liconia leaves to roost while avoiding the rain and predators. They are very similar in appearance and easily confused with Thyroptera tricolor which has a paler venter than dorsum, and two cartilaginous projections on the calcar."
PeterssSheathTailedBat,,,Peters's sheath-tailed bat (Emballonura atrata) is a species of sac-winged bat in the family Emballonuridae. It is found only in Madagascar. It is threatened by habitat loss.
PetersWrinkleLippedBat,,,"Peter's wrinkle-lipped bat (Mormopterus jugularis) is a species of bat in the family Molossidae, the free-tailed bats. It is endemic to Madagascar, where it is widespread and in some areas abundant. It commonly roosts in human-made structures, sometimes in colonies with other free-tailed bat species. It forages in the open, often in agricultural areas. The bat is sexually dimorphic, with males larger than females."
PetriDish,,,"This ‘commodity’ product category is drawn from UNSPSC, readily converted into other widely used systems. This commodity category is for petri plate or dish. This product category corresponds to the UNSPSC code: 41122101."
PetroleumProduct-Refined,refined petroleum product,refined petroleum product,
PetSkunk,,,"Although capable of living indoors with humans similarly to cats or dogs, pet skunks are relatively rare, partly due to restrictive laws and the complexity of their care. Pet skunks are mainly kept in the United States, Canada, Germany, the Netherlands, Poland and Italy."
PettersGerbil,,,"Petter's gerbil or Petter's tateril (Taterillus petteri) is a species of gerbil found in Burkina Faso, Mali, and Niger. Its natural habitats are dry savanna, subtropical or tropical dry shrubland, arable land, and rural gardens."
Petunia,,,"Petunia is genus of 35 species of  flowering plants of South American origin, closely related to tobacco, cape gooseberries, tomatoes, deadly nightshades, potatoes and chili peppers in the same family, Solanaceae. The popular flower of the same name derived its epithet from the French, which took the word petun, meaning \""tobacco,\"" from a Tupi–Guarani language. An annual, most of the varieties seen in gardens are hybrids (P. × atkinsiana, also known as P. × hybrida). This ‘commodity’ product category is drawn from UNSPSC, readily converted into other widely used systems. This commodity category is for petunia plant. This product category corresponds to the UNSPSC code: 10161644."
PhantomVICar,,,"The Phantom VI was an ultra-exclusive rolling chassis made from 1968-1990. From 1968 to 1973 it was manufactured by Rolls-Royce Ltd, and 1973-1990 by its successor Rolls-Royce Motors. They were bodied as limousines but there were a few landaulettes."
PharmaceuticalDispensingOrganization,pharmacy (organization),pharmacy,
Pharmacist,,,"Pharmacists, also known as chemists (Commonwealth English) or druggists (North American and, archaically, Commonwealth English), are healthcare professionals who practice in pharmacy, the field of health sciences focusing on safe and effective medication use. A pharmacist is a member of the health care team directly involved with patient care."
